Word,English translation,Word class,Imageability (level),Imageability,Subjective AoA (level),Subjective AoA,Usage frequency (level),Usage frequency,Usage frequency per million words,No. phonological neighbours (level),No. phonological neighbours,Phonological neighbourhood density (level),Phonological neighbourhood density,Phonological neighbours,No. letters,No. sounds,No. syllables,Derivation?,Compound?,First sound fricative?,Starts in consonant cluster?,Grammatical gender,Mainly used in plural?,Mass noun?,Valency,Transitivity,Multi-word phrase?
en lur (sove),,noun,medium,5.61,,,medium,20504,29.29142857,many,29,high,308920,"tur (151), lar (91), lurt (52), lør (35), ler (26), sur (15), bur (12), lær (11), leir (6), mur (4), lår (4), lu (3), ur (3), kur (3), loop (2), lus (2), lut (1), luk (1), pur (1), lun (1), lyr (1), dur (1), jur (<1), fur (<1), jour (<1), lir (<1), luv (<1), rur (<1), slur (<1), jur. (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en lykke,happiness/a joy,noun,low,3.306186384,medium,6.384615385,high,58499,83.57,some,17,medium,85166,"lykkes (39), lukket (17), lytte (14), ulykke (10), lukke (6), lokke (6), tykke (6), rykke (6), lykken (6), dykke (2), løkke (2), lynne (1), lekke (1), lakke (<1), lyske (<1), lynnet (<1), lykka (<1), lydde (<1), nykke (<1), tykket (<1), lydte (<1), nykket (<1), lynde (<1)",5,4,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en lyst,a craving,noun,low,3.841675442,medium,7.5,high,65895,94.13571429,some,16,high,217680,"lest (138), lyst (105), last (46), list (9), lytt (3), kyst (3), dyst (1), lykt (<1), tyst (<1), lysta (<1), ryst (<1), lydt (<1), yst (<1), kysst (<1), lysk (<1), lesst (<1), lysn (<1)",4,4,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en mage,a stomach,noun,medium,6.318708818,early,2.466666667,medium,32818,46.88285714,many,25,medium,197489,"lage (156), magen (35), age (20), make (16), male (13), hage (10), jage (4), mager (3), mate (3), mase (3), sage (2), magre (2), mane (1), vage (1), maga (1), dage (1), rage (1), mare (1), mave (<1), mages (<1), nage (<1), magge (<1), maget (<1), mige (<1)",4,4,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en maiskolbe,a corn cob,noun,high,6.654262474,late,7.75,low,110,0.157142857,few,2,low,83,"maiskolber (<1), maiskolben (<1)",9,8,3,FALSE,TRUE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en makrell,a mackerel,noun,medium,6.246062286,medium,4.928571429,medium,2483,3.547142857,few,0,low,0,,7,6,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en mamma,a mummy/a mommy,noun,medium,6.416255978,early,1.307692308,high,36750,52.5,some,10,medium,5100,"ramma (1), matta (1), mappa (1), kamma (<1), manna (<1), magga (<1), amma (<1), lamma (<1), jamma (<1), marma (<1)",5,4,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en måne,a moon,noun,high,6.616081459,early,3,medium,8109,11.58428571,many,21,high,445482,"måte (271), mine (232), måned (54), mene (21), måle (19), låne (18), månen (10), mane (1), måke (1), meine (1), måner (<1), håne (<1), måpe (<1), monne (<1), mønet (<1), måse (<1), møne (<1), råne (<1), dåne (<1), morgne (<1), gåne (<1), nåne (<1)",4,4,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en mann,a man,noun,high,6.654123731,early,2.384615385,high,315580,450.8285714,many,21,high,10547616,"men (4432), kan (4113), han (2975), man (2015), and (516), land (276), mars (157), menn (150), an (136), vann (135), band (42), van (23), sand (16), sann (12), matt (12), munn (10), hand (9), mon (6), hann (5), tann (3), rand (3), cand. (2), marsj (1), fann (1), monn (1), vand (<1), minn (<1), manna (<1), mach (<1), makk (<1), bann (<1), dann (<1), rann (<1), gand (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en mast,a mast,noun,medium,6.195565121,medium,7,medium,5334,7.62,some,18,high,227742,"fast (140), makt (59), last (46), most (17), malt (16), kast (12), matt (12), mangt (4), mask (2), tast (2), rast (2), mast (2), hast (1), mist (1), masta (<1), bast (<1), gast (<1), hvast (<1)",4,4,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en matboks,a lunch box,noun,high,6.946720288,medium,6.142857143,low,290,0.414285714,no info,,,,no info,7,7,2,FALSE,TRUE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en måte,a manner/a way,noun,low,2.387548939,medium,6.615384615,high,314675,449.5357143,many,29,high,518848,"måtte (307), møte (141), måten (111), måter (67), møtet (45), måle (19), mote (9), våte (8), myte (5), målte (4), gåte (4), kåte (3), mate (3), måne (2), måke (1), låte (1), råte (1), mute (<1), åte (<1), kote (<1), måpe (<1), måpte (<1), meite (<1), måse (<1), måkte (<1), måta (<1), åtet (<1), måtet (<1), såte (<1), tåte (<1), mæte (<1), morgne (<1)",4,4,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en maur,an ant,noun,medium,6.493224677,early,3.576923077,low,1741,2.487142857,some,9,high,1613294,"mer (2210), mor (80), aur (5), mur (4), myr (1), mår (<1), mør (<1), merd (<1), maul (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en medisin,,noun,medium,5.63,,,medium,33308,47.58285714,few,0,low,0,,7,7,3,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en meisel,a chisel,noun,medium,5.925945891,late,9,low,92,0.131428571,few,3,low,72,"meisen (<1), feisel (<1), meisl (<1)",6,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en melon,a melon,noun,high,6.653350019,medium,6.545454545,low,696,0.994285714,few,1,low,40,meson (<1),5,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en mening,a meaning/an opinion,noun,low,3.625535222,medium,7,high,120174,171.6771429,some,7,medium,3435,"meining (1), menig (1), menige (<1), meninga (<1), ening (<1), maning (<1), mæling (<1)",6,5,2,TRUE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en metafor,a metaphor,noun,low,2.455043688,late,12.57142857,medium,2920,4.171428571,few,0,low,0,,7,7,3,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en metarefleksjon,a meta-reflection,noun,low,2.370891981,late,16.63636364,low,41,0.058571429,no info,,,,no info,14,13,5,TRUE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en middag,a dinner,noun,high,6.663059275,medium,4.214285714,medium,27048,38.64,few,0,low,0,,6,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en million,a million,noun,medium,5.123165387,late,8.818181818,high,238018,340.0257143,few,1,medium,2264,billion (3),7,6,3,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en mobil,a mobile phone/ a cellular phone,noun,high,6.873103277,late,13,high,42228,60.32571429,few,3,medium,15393,"mobile (17), mobilt (4), immobil (<1)",5,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en møll,a moth ,noun,medium,6.198864674,medium,7.307692308,low,521,0.744285714,some,13,medium,123300,"øl (53), møtt (37), følg (32), meld (22), sølv (13), mild (6), møkk (2), føll (2), mølla (2), føl (1), moll (<1), mold (<1), muld (<1), mull (<1), møllet (<1), mørr (<1), mjøll (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en monark,a monarch,noun,medium,5.327995308,late,11.13333333,low,922,1.317142857,few,0,low,0,,6,6,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en morfar,,noun,medium,6.34,,,low,1735,2.478571429,few,0,low,0,,6,6,2,FALSE,TRUE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en motorsykkel,a motorbike,noun,high,6.763191651,medium,4.509090909,medium,4281,6.115714286,few,0,low,0,,11,10,4,FALSE,TRUE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en mulighet,a possibility,noun,low,3.123787593,late,8.8,high,232231,331.7585714,few,1,low,22,muligheta (<1),8,7,3,TRUE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en mulkt,,noun,medium,4.98,,,low,261,0.372857143,many,19,medium,143856,"fullt (114), meldt (25), kult (25), malt (16), mildt (11), sult (6), mulla (1), pult (1), hult (<1), mutt (<1), mulm (<1), smult (<1), melt (<1), milt (<1), muld (<1), dult (<1), mull (<1), mult (<1), muln (<1), rult (<1), mulkta (<1)",5,4,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en munn,a mouth,noun,medium,6.568223224,early,2,medium,32843,46.91857143,many,21,high,5946900,"men (4432), man (2015), hun (1210), kun (313), mann (176), menn (150), hund (76), lund (26), bunn (18), funn (17), sunn (16), pund (9), rund (7), mon (6), sund (4), unn (3), hunn (3), fund (2), monn (1), mugg (1), minn (<1), mutt (<1), muld (<1), lunn (<1), mudd (<1), murr (<1), mull (<1), runn (<1), munna (<1), muln (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en mur,,noun,high,6.64,,,medium,11030,15.75714286,many,25,high,1753892,"mer (2210), tur (151), mor (80), sur (15), mus (12), bur (12), ur (3), kur (3), lur (3), maur (1), pur (1), myr (1), dur (1), mår (<1), jur (<1), fur (<1), mør (<1), murt (<1), jour (<1), mul (<1), merd (<1), rur (<1), mug (<1), mut (<1), murr (<1), jur. (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en murstein,a brick,noun,medium,6.5712338,medium,4.714285714,low,1199,1.712857143,few,0,low,0,,8,7,2,FALSE,TRUE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en mygg,a mosquito,noun,high,6.963694847,medium,5.363636364,medium,3364,4.805714286,some,9,medium,35197,"bygg (34), rygg (13), mugg (1), tygg (<1), skygg (<1), hygg (<1), myrt (<1), mytt (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en nabo,,noun,medium,5.57,,,medium,27477,39.25285714,few,0,low,0,,4,4,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en nasjon,a nation,noun,medium,4.644942946,late,8.416666667,medium,20145,28.77857143,few,3,low,352,"pasjon (<1), rasjon (<1)",6,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en navle,a navel,noun,high,6.813378407,early,3.357142857,medium,1956,2.794285714,some,12,medium,4439,"avle (2), navlen (1), tavle (<1), navne (<1), nagle (<1), navla (<1), navler (<1), navlet (<1), kavle (<1), snavle (<1)",5,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en nøkkel,a key,noun,high,6.673789386,early,3.622641509,medium,12674,18.10571429,few,1,low,28,nøkker (<1),6,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en økning,,noun,low,4.14,,,high,44353,63.36142857,few,3,low,1081,"søkning (<1), øking (<1), røkning (<1)",6,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en okse,a bull,noun,high,6.68573949,early,3.3,medium,2704,3.862857143,some,7,medium,6950,"bukse (3), akse (2), jukse (1), oksen (1), okser (<1), exe (<1), ekse (<1), økse (<1)",4,4,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en øl,a beer,noun,high,6.659169661,medium,7.153846154,high,43672,62.38857143,some,12,high,217642,"all (232), følg (32), sølv (13), ølet (12), ild (6), ull (5), føll (2), øm (1), føl (1), ell (1), ill (<1), eld (<1), møll (<1), ødt (<1), ørt (<1)",2,2,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en oldefar,a great-grandfather,noun,medium,5.890971792,medium,4.857142857,low,1233,1.761428571,few,0,low,0,,7,7,3,TRUE,TRUE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en omgang,a turn/a game/a set,noun,low,3.806150851,medium,6.266666667,high,55282,78.97428571,few,2,medium,25356,"omfang (19), oppgang (16)",6,5,2,TRUE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en onkel,an uncle,noun,medium,5.81033692,early,3.066666667,medium,9752,13.93142857,few,2,medium,42577,"enkel (60), dunkel (<1)",5,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en oppdagelse,an upbringing,noun,low,3.794292415,medium,6.214285714,medium,4770,6.814285714,few,3,medium,6482,"oppdragelse (5), oppdagelsen (2), oppdagelser (1)",10,9,4,TRUE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en oppvaskmaskin,a dishwasher,noun,high,7.028287295,medium,6.333333333,low,1366,1.951428571,few,0,low,0,,13,11,4,FALSE,TRUE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en ordfører,,noun,medium,5.96,,,medium,21409,30.58428571,few,1,low,1520,ordførere (2),8,7,3,FALSE,TRUE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en ordning,an arrangement,noun,low,2.833503122,late,9.533333333,high,43680,62.4,few,1,low,533,ordninga (<1),7,6,2,TRUE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en ost,a cheese,noun,high,6.877340347,early,2.785714286,medium,8515,12.16428571,some,9,medium,67303,"øst (35), most (17), kost (16), ost (9), ondt (5), ungt (5), host (3), ist (2), yst (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en overall,overalls/coveralls,noun,medium,5.8928103,medium,7.071428571,low,1213,1.732857143,few,1,low,45,overhold (<1),7,6,3,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en overraskelse,a surprise,noun,medium,4.640643543,medium,4.133333333,medium,16401,23.43,few,2,medium,5914,"overraskelser (6), overraskelsen (2)",12,11,5,TRUE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en overtro,a superstition,noun,low,3.5741677,late,8.866666667,medium,2083,2.975714286,few,3,low,56,"overtre (<1), overtru (<1), overtroa (<1)",7,6,3,FALSE,TRUE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en ovn,an oven/a furnace,noun,high,6.729164445,early,3.384615385,medium,7129,10.18428571,some,7,medium,11515,"ånd (15), evn (<1), sovn (<1), omn (<1), onn (<1), hovn (<1), dovn (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en pappa,a daddy/a dad,noun,medium,5.947260249,early,1.857142857,medium,24688,35.26857143,many,19,medium,10709,"pakka (3), panna (2), passa (1), para (1), mappa (1), sjappa (1), kappa (1), rappa (<1), padda (<1), poppa (<1), puppa (<1), nappa (<1), pippa (<1), tappa (<1), patta (<1), pappe (<1), lappa (<1), kjappa (<1)",5,4,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en paraply,an umbrella,noun,high,7.22123772,early,3.711864407,medium,2218,3.168571429,few,0,low,0,,7,7,3,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en park,a park,noun,medium,6.432055746,medium,4.363636364,medium,14130,20.18571429,some,14,medium,174705,"par (184), mark (28), paret (11), ark (10), spark (8), pakk (2), para (1), bark (1), pirk (<1), sjark (<1), purk (<1), hark (<1), fark (<1), pank (<1)",4,4,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en PC,a PC/a computer,noun,high,6.858361666,late,16.42857143,high,41777,59.68142857,few,2,low,1447,"pd (1), pese (<1)",2,4,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en peis,,noun,high,6.76,,,medium,2973,4.247142857,some,17,medium,16107,"reis (5), pus (4), heis (3), piece (2), pes (2), peil (1), pos (<1), skeis (<1), beis (<1), pøs (<1), meis (<1), peip (<1), feis (<1), deis (<1), seis (<1), peist (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en penn,a pen,noun,high,6.932561966,early,3.641509434,medium,6183,8.832857143,many,23,high,8443951,"den (5743), men (4432), enn (1185), venn (238), send (230), menn (150), pen (21), end (18), hen (12), pund (9), spenn (3), renn (2), zen (2), kjenn (2), yen (1), vend (1), penny (<1), pep (<1), bend (<1), tenn (<1), pens (<1), pence (<1), lend (<1), pond (<1), pell (<1), skjenn (<1), hend (<1), senn (<1), pepp (<1), pinn (<1), nenn (<1), skjend (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en pensel,a paint brush,noun,high,6.825282583,medium,4.01754386,low,1252,1.788571429,some,7,low,875,"kjensel (<1), pendel (<1), skjensel (<1), pensen (<1), pensl (<1), spensel (<1)",6,6,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en person,a person,noun,medium,6.275266425,medium,4.642857143,high,218429,312.0414286,few,3,medium,43399,"versjon (56), porsjon (4), pasjon (<1)",6,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en pille,,noun,medium,6.57,,,medium,5494,7.848571429,many,34,high,621571,"ville (536), spille (134), lille (112), skille (37), ille (28), pelle (6), skillet (6), milde (5), piller (4), pinne (3), gilde (2), mille (1), pisse (1), pillen (1), bille (<1), gildet (<1), pirre (<1), fille (<1), dille (<1), pile (<1), rille (<1), piffe (<1), kille (<1), pilla (<1), pilte (<1), pigge (<1), piple (<1), silde (<1), pilke (<1), pillet (<1), pikke (<1), pilles (<1), pippe (<1), pitle (<1), pølle (<1), prille (<1), pilne (<1)",5,4,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en pingvin,a penguin,noun,medium,6.576643054,medium,4.925925926,low,1296,1.851428571,few,0,low,0,,7,6,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en pinne,a stick,noun,high,6.658324326,early,3,medium,5989,8.555714286,many,31,high,445147,"finne (301), inne (169), vinne (61), minne (32), tine (12), minnet (12), sinne (10), binde (8), sinnet (4), pinner (2), pine (2), skinne (2), panne (2), pinnen (2), pille (1), pisse (1), spinne (1), pinse (1), linde (1), pirre (<1), hinne (<1), vinde (<1), binne (<1), piffe (<1), penne (<1), pigge (<1), linne (<1), kinne (<1), rinne (<1), pikke (<1), pippe (<1), pinna (<1), pinje (<1), pinnes (<1), pinnet (<1), pilne (<1)",5,4,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en pirat,a pirate,noun,high,6.746967441,medium,4.833333333,medium,5694,8.134285714,few,3,low,1215,"parat (1), sirat (<1)",5,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en pistol,a gun,noun,high,6.663738304,medium,5.581818182,medium,4115,5.878571429,few,0,low,0,,6,6,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en pizza,a pizza,noun,high,6.924535503,late,8.134615385,medium,9098,12.99714286,few,0,low,0,,5,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en plan,a plan,noun,medium,4.678997349,medium,6.384615385,high,120263,171.8042857,some,8,medium,12209,"planet (11), plant (2), plen (1), klan (1), plana (<1), plag (<1), flan (<1), glan (<1)",4,4,1,FALSE,FALSE,FALSE,TRUE,masculine,FALSE,FALSE,,,FALSE
en planet,a planet,noun,high,6.749326035,medium,6.714285714,medium,13488,19.26857143,few,2,medium,39086,"planer (55), planert (<1)",6,6,2,FALSE,FALSE,FALSE,TRUE,masculine,FALSE,FALSE,,,FALSE
en plankebit,a piece of a wooden board,noun,high,6.682922863,medium,4,low,96,0.137142857,no info,,,,no info,9,9,3,FALSE,TRUE,FALSE,TRUE,masculine,FALSE,FALSE,,,FALSE
en plante,a plant ,noun,medium,6.26826355,early,3.4,medium,20412,29.16,some,8,medium,24883,"planter (18), plante (6), plantet (4), planten (4), planta (<1), plantes (<1), platte (<1), pante (<1)",6,6,2,FALSE,FALSE,FALSE,TRUE,masculine,FALSE,FALSE,,,FALSE
en plogfure,a plow furrow,noun,medium,4.676772571,late,11,low,12,0.017142857,few,2,low,3,plogfuren (<1),8,8,3,FALSE,TRUE,FALSE,TRUE,masculine,FALSE,FALSE,,,FALSE
en politimann,a police officer,noun,high,6.61524019,early,3,medium,7343,10.49,few,1,low,1549,politimenn (2),10,9,4,FALSE,TRUE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en ponni,a pony,noun,medium,6.383278127,medium,4.071428571,medium,4336,6.194285714,some,4,low,885,"penny (<1), pond (<1), ponda (<1)",5,4,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en port,a gate,noun,medium,6.397992722,medium,4.537037037,medium,9165,13.09285714,some,10,high,471647,"gjort (342), bort (169), fort (125), sort (27), porto (5), apport (1), pukk (<1), pung (<1), lort (<1), pert (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en pose,a bag/a sachet,noun,high,6.610009793,early,3.666666667,medium,10286,14.69428571,many,22,medium,76239,"pause (40), dose (17), kose (15), rose (10), ose (4), posen (4), pote (3), poser (3), lose (1), mose (1), pøse (1), pole (<1), pace (<1), pyse (<1), pode (<1), peise (<1), pese (<1), pore (<1), hose (<1), sose (<1), posa (<1), poset (<1)",4,4,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en posisjon,,noun,low,3.83,,,high,37088,52.98285714,few,2,medium,4146,"opposisjon (5), apposisjon (<1)",8,7,3,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en positur,a pose,noun,medium,5.112493621,late,13.21428571,low,623,0.89,few,1,low,2,politur (<1),7,7,3,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en postmann,a mail man ,noun,medium,6.549882767,medium,4.357142857,low,617,0.881428571,few,1,low,22,postmenn (<1),8,7,2,FALSE,TRUE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en potet,a potato/a potatoe,noun,high,6.649015014,early,3.214285714,medium,10206,14.58,few,1,low,1263,poet (1),5,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en presang,a present,noun,medium,6.377565582,early,3,low,899,1.284285714,few,0,low,0,,7,6,2,FALSE,FALSE,FALSE,TRUE,masculine,FALSE,FALSE,,,FALSE
en president,,noun,medium,6.07,,,high,53015,75.73571429,few,1,low,1376,resident (1),9,9,3,FALSE,FALSE,FALSE,TRUE,masculine,FALSE,FALSE,,,FALSE
en prest,a priest/a minister/a clergyman,noun,high,6.756484424,medium,5.333333333,medium,17934,25.62,some,12,medium,68167,"press (49), presset (36), rest (6), pest (2), pressa (1), prost (1), frest (<1), brest (<1), presto (<1), prent (<1), prust (<1), prett (<1)",5,5,1,FALSE,FALSE,FALSE,TRUE,masculine,FALSE,FALSE,,,FALSE
en prinsesse,,noun,medium,6.56,,,medium,10085,14.40714286,few,3,medium,4107,"prinsessen (3), prinsessa (1), prinsesser (<1)",9,8,3,FALSE,FALSE,FALSE,TRUE,masculine,FALSE,FALSE,,,FALSE
en professor,,noun,medium,5.81,,,high,40500,57.85714286,few,1,medium,3197,prosessor (4),9,8,3,FALSE,FALSE,FALSE,TRUE,masculine,FALSE,FALSE,,,FALSE
en propell,a propeller,noun,medium,6.405751651,medium,5.461538462,medium,3223,4.604285714,few,0,low,0,,7,6,2,FALSE,FALSE,FALSE,TRUE,masculine,FALSE,FALSE,,,FALSE
en prost,,noun,medium,5.02,,,low,1188,1.697142857,some,4,medium,6799,"prest (8), proft (<1), prust (<1)",5,5,1,FALSE,FALSE,FALSE,TRUE,masculine,FALSE,FALSE,,,FALSE
en protest,a protest,noun,medium,5.070113128,late,8.071428571,medium,13054,18.64857143,few,1,low,2,protist (<1),7,7,2,FALSE,FALSE,FALSE,TRUE,masculine,FALSE,FALSE,,,FALSE
en pupp,,noun,high,6.8,,,medium,7495,10.70714286,many,20,medium,30971,"pop (13), pund (9), kupp (4), puss (3), push (2), papp (2), putt (1), pulp (1), puff (1), pull (1), pep (<1), dupp (<1), tupp (<1), pugg (<1), poop (<1), popp (<1), pipp (<1), pepp (<1), purr (<1), purl (<1), nupp (<1), prupp (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en pus,a kitty,noun,medium,6.383900135,early,1.8,medium,4759,6.798571429,many,21,medium,110457,"hus (95), rus (12), mus (12), jus (5), juice (3), puss (3), piece (2), pool (2), sus (2), lus (2), bus (2), peis (2), pes (2), pur (1), puh (1), pos (<1), pac (<1), pace (<1), dus (<1), pul (<1), pøs (<1), fus (<1), poop (<1), pug (<1), purt (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en pysjamas,a pair of pyjamas,noun,medium,6.593148671,early,3,low,177,0.252857143,no info,,,,no info,8,7,3,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en racket,a racket,noun,medium,6.086815227,medium,7.071428571,low,99,0.141428571,few,2,low,994,"jacket (<1), racket (<1)",6,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en rad,a row,noun,medium,5.506548165,medium,5.933333333,medium,22349,31.92714286,many,25,high,339132,"grad (167), råd (115), rart (62), red (42), bad (32), ad (14), rar (8), vad (7), ran (5), ra (5), rap (4), mad (3), ras (3), raid (3), reid (1), lad (1), rav (1), rak (<1), fad (<1), raa (<1), rag (<1), raet (<1), rada (<1), radd (<1), reidd (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en radio,a radio,noun,high,6.705204916,medium,4.454545455,medium,22687,32.41,few,0,low,0,,5,5,3,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en ransel,a satchel,noun,high,6.79290929,medium,5.727272727,low,230,0.328571429,few,1,low,0,,6,6,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en ravn,a raven,noun,medium,6.503121923,medium,7.166666667,low,1335,1.907142857,some,10,medium,136149,"navn (173), havn (12), savn (4), rand (3), favn (<1), gavn (<1), rann (<1), sakn (<1), ramn (<1), rakn (<1)",4,4,1,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en realitet,a reality,noun,low,2.778984574,late,11.53846154,medium,19615,28.02142857,few,0,low,0,,8,8,4,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en regel,a rule,noun,low,3.344816589,medium,6.285714286,high,140487,200.6957143,few,1,low,256,rigel (<1),5,5,2,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
en regjering,,noun,medium,5.43,,,high,144460,206.3714286,few,1,medium,8509,regjeringa (12),9,7,3,FALSE,FALSE,FALSE,FALSE,masculine,FALSE,FALSE,,,FALSE
